Cites	Authors	Title	Year	Source	Publisher	ArticleURL	CitesURL	GSRank	QueryDate	Type	DOI	ISSN	CitationURL	Volume	Issue	StartPage	EndPage	ECC
25	H Huang, EM Trauth	Cultural diversity challenges: Issues for managing globally distributed knowledge workers in software development	2008	Global Information Technologies: Concepts, …	igi-global.com	http://www.igi-global.com/chapter/cultural-diversity-challenges/19138	https://scholar.google.com/scholar?cites=16766317538072389833&as_sdt=5,39&sciodt=0,39&hl=en&num=20	47	3/9/2017					0	0	0	0	25
9	EM Trauth, JL Quesenberry, H Huang…	Linking economic development and workforce diversity through action research	2008	Proceedings of the 2008 …	dl.acm.org	http://dl.acm.org/citation.cfm?id=1355252	https://scholar.google.com/scholar?cites=6330910633659389482&as_sdt=5,39&sciodt=0,39&hl=en&num=20	84	3/9/2017					0	0	0	0	9
8	JL Quesenberry, EM Trauth	Revisiting Career Path Assumptions: The Case of Woment in the IT Workforce	2008	ICIS 2008 Proceedings	aisel.aisnet.org	http://aisel.aisnet.org/cgi/viewcontent.cgi?article=1067&context=icis2008	https://scholar.google.com/scholar?cites=1254060961610949490&as_sdt=5,39&sciodt=0,39&hl=en&num=20	90	3/9/2017					0	0	0	0	8
6	AJ Morgan, EM Trauth	Women and social capital networks in the IT workforce	2008	Electronic Commerce: Concepts, …	igi-global.com	http://www.igi-global.com/chapter/women-social-capital-networks-workforce/9588	https://scholar.google.com/scholar?cites=16209051431737506227&as_sdt=5,39&sciodt=0,39&hl=en&num=20	105	3/9/2017					0	0	0	0	6
0	H Huang, EM Trauth	Cultural Diversity Challenges	2008	Selected Readings on Global …	pdfs.semanticscholar.org	https://pdfs.semanticscholar.org/8eb2/74b319e19359eb566b930aeaebd67f7c5c1c.pdf		197	3/9/2017	PDF				0	0	0	0	0
71	H Huang, EM Trauth	Cultural influences and globally distributed information systems development: experiences from Chinese IT professionals	2007	Proceedings of the 2007 ACM SIGMIS CPR …	dl.acm.org	http://dl.acm.org/citation.cfm?id=1235008	https://scholar.google.com/scholar?cites=9863204531072614008&as_sdt=5,39&sciodt=0,39&hl=en&num=20	20	3/9/2017					0	0	0	0	71
39	JL Quesenberry, EM Trauth	What do women want?: an investigation of career anchors among women in the IT workforce	2007	Proceedings of the 2007 ACM SIGMIS …	dl.acm.org	http://dl.acm.org/citation.cfm?id=1235030	https://scholar.google.com/scholar?cites=3333284788754722090&as_sdt=5,39&sciodt=0,39&hl=en&num=20	35	3/9/2017					0	0	0	0	39
19	EM Trauth, JL Quesenberry	Gender and the Information Technology Workforce: Issues of Theory	2007		books.google.com	https://books.google.com/books?hl=en&lr=&id=rV29AQAAQBAJ&oi=fnd&pg=PA18&dq=%22eileen+trauth%22&ots=PqpLhn4Z2S&sig=wqhLql7i1FF5VoTlqK_xAY9viwo	https://scholar.google.com/scholar?cites=12148123792485303228&as_sdt=5,39&sciodt=0,39&hl=en&num=20	58	3/9/2017					0	0	0	0	19
10	EM Trauth, L Kvasny, A Greenhill	Conducting feminist gender research in the information systems field	2007	Issues and Trends in …	books.google.com	https://books.google.com/books?hl=en&lr=&id=3W69AQAAQBAJ&oi=fnd&pg=PT13&dq=%22eileen+trauth%22&ots=xOxzL50iVR&sig=QyRZpNW6xoF3pK_oXD-Nu9k6WH0	https://scholar.google.com/scholar?cites=3727290182038726232&as_sdt=5,39&sciodt=0,39&hl=en&num=20	79	3/9/2017					0	0	0	0	10
8	EM TRAUTH, B O'CONNOR	A study of the interaction between information technology and society: an illustration of combined qualitative research methods.[online], maio 2000	2007	URL: http://www. cba. neu. edu/~ etrauth/works/ifip5. txt …			https://scholar.google.com/scholar?cites=15969095062855707734&as_sdt=5,39&sciodt=0,39&hl=en&num=20	85	3/9/2017	CITATION				0	0	0	0	8
8	EM Trauth, M Reinert, MC Zigner	A regional IT occupational partnership for economic development	2007	… of the 2007 ACM SIGMIS CPR …	dl.acm.org	http://dl.acm.org/citation.cfm?id=1235026	https://scholar.google.com/scholar?cites=12478509568497157466&as_sdt=5,39&sciodt=0,39&hl=en&num=20	89	3/9/2017					0	0	0	0	8
7	BM Blodgett, H Xu, EM Trauth	Lesbian, gay, bisexual and transgender (LGBT) issues in virtual worlds	2007	ACM SIGMIS Database	dl.acm.org	http://dl.acm.org/citation.cfm?id=1314252	https://scholar.google.com/scholar?cites=6823172128964316378&as_sdt=5,39&sciodt=0,39&hl=en&num=20	100	3/9/2017					0	0	0	0	7
6	EM Trauth, H Huang, J Quesenberry…	Leveraging diversity in information systems and technology education in the global workplace	2007	… Education: From the …	books.google.com	https://books.google.com/books?hl=en&lr=&id=DWe9AQAAQBAJ&oi=fnd&pg=PA27&dq=%22eileen+trauth%22&ots=CQOWPUKi5t&sig=X1hQChoRlp_n7R_gti09ODR05Qo	https://scholar.google.com/scholar?cites=2390504955823971182&as_sdt=5,39&sciodt=0,39&hl=en&num=20	99	3/9/2017					0	0	0	0	6
4	EM Trauth, RN Johnson, A Morgan…	Diversity education and identity development in an information technology course	2007	New directions for …	Wiley Online Library	http://onlinelibrary.wiley.com/doi/10.1002/tl.289/full	https://scholar.google.com/scholar?cites=9250963430419858041&as_sdt=5,39&sciodt=0,39&hl=en&num=20	121	3/9/2017					0	0	0	0	4
3	R Ocker, H Huang, E Trauth, S Purao	The Tension Between Expectations of Availability and the Reality of Availability in Hybrid Teams	2007	Virtuality and Virtualization	Springer	http://link.springer.com/chapter/10.1007/978-0-387-73025-7_10	https://scholar.google.com/scholar?cites=5796475807786827006&as_sdt=5,39&sciodt=0,39&hl=en&num=20	134	3/9/2017					0	0	0	0	3
101	EM Trauth	Encyclopedia of gender and information technology	2006		books.google.com	https://books.google.com/books?hl=en&lr=&id=q77NODq8VsMC&oi=fnd&pg=PR1&dq=%22eileen+trauth%22&ots=dPgRcKXYPG&sig=v_6WfKSW4Il4C3QJMQ8__cRQLuc	https://scholar.google.com/scholar?cites=16586120027631833937&as_sdt=5,39&sciodt=0,39&hl=en&num=20	11	3/9/2017	BOOK				0	0	0	0	101
58	H Richardson, L Kvasny, EM Trauth…	Critical empirical research in IS: an example of gender and the IT workforce	2006	… Technology & People	emeraldinsight.com	http://www.emeraldinsight.com/doi/pdf/10.1108/09593840610689859	https://scholar.google.com/scholar?cites=13070256307992196249&as_sdt=5,39&sciodt=0,39&hl=en&num=20	25	3/9/2017					0	0	0	0	58
56	JL Quesenberry, EM Trauth…	Understanding the" mommy tracks": a framework for analyzing work-family balance in the IT workforce	2006	Information Resources …	search.proquest.com	http://search.proquest.com/openview/3b857618bf4c35553c371537879e554c/1?pq-origsite=gscholar&cbl=31329	https://scholar.google.com/scholar?cites=9463911232001294865&as_sdt=5,39&sciodt=0,39&hl=en&num=20	26	3/9/2017					0	0	0	0	56
40	PF Cleary, G Pierce, EM Trauth	Closing the digital divide: understanding racial, ethnic, social class, gender and geographic disparities in Internet use among school age children in the United States	2006	Universal Access in the Information …	Springer	http://link.springer.com/article/10.1007/s10209-005-0001-0	https://scholar.google.com/scholar?cites=7251109168548181481&as_sdt=5,39&sciodt=0,39&hl=en&num=20	32	3/9/2017					0	0	0	0	40
33	EM Trauth, JL Quesenberry, H Huang	Cross-cultural influences on women in the IT workforce	2006	… of the 2006 ACM SIGMIS CPR …	dl.acm.org	http://dl.acm.org/citation.cfm?id=1125178	https://scholar.google.com/scholar?cites=12575633207569136127&as_sdt=5,39&sciodt=0,39&hl=en&num=20	37	3/9/2017					0	0	0	0	33
31	E Trauth, J Quesenberry	Are women an underserved community in the information technology profession?	2006	ICIS 2006 Proceedings	aisel.aisnet.org	http://aisel.aisnet.org/cgi/viewcontent.cgi?article=1227&context=icis2006	https://scholar.google.com/scholar?cites=15434937780335793552&as_sdt=5,39&sciodt=0,39&hl=en&num=20	42	3/9/2017					0	0	0	0	31
27	EM Trauth, D Howcroft	Social inclusion and the Information Systems field: Why now?	2006	Social inclusion: Societal and organizational …	Springer	http://link.springer.com/chapter/10.1007/0-387-34588-4_1	https://scholar.google.com/scholar?cites=11105288027762736919&as_sdt=5,39&sciodt=0,39&hl=en&num=20	46	3/9/2017					0	0	0	0	27
8	EM Trauth	An agenda for research on gender diversity in the global information economy	2006	Encyclopedia of gender and information technology	books.google.com	https://books.google.com/books?hl=en&lr=&id=q77NODq8VsMC&oi=fnd&pg=PR29&dq=%22eileen+trauth%22&ots=dPgRcKXYQL&sig=1EKOif9vQUsQNYdHsisyDlyX_OA	https://scholar.google.com/scholar?cites=14820555315644519613&as_sdt=5,39&sciodt=0,39&hl=en&num=20	87	3/9/2017					0	0	0	0	8
6	H Huang, B Yeo, EM Trauth	Exploring the situated context of knowledge management in e-government development	2006	International journal of …	inderscienceonline.com	http://www.inderscienceonline.com/doi/abs/10.1504/IJAMC.2006.009735	https://scholar.google.com/scholar?cites=5740758000206169178&as_sdt=5,39&sciodt=0,39&hl=en&num=20	97	3/9/2017					0	0	0	0	6
5	EM Trauth, F Niederman	Special Issue on Achieving Diversity in the IT Workforce: Issues & Interventions	2006	The DATA BASE for Advances in …	eileentrauth.com	http://www.eileentrauth.com/uploads/4/6/7/6/4676002/achieving_diversity_in_the_it_workforce.pdf	https://scholar.google.com/scholar?cites=2205841830842207082&as_sdt=5,39&sciodt=0,39&hl=en&num=20	103	3/9/2017	PDF				0	0	0	0	5
5	EM Trauth, D Howcroft	Critical Research on Gender and Information Systems	2006	Encyclopedia of Gender and Information …	books.google.com	https://books.google.com/books?hl=en&lr=&id=q77NODq8VsMC&oi=fnd&pg=PA141&dq=%22eileen+trauth%22&ots=dPgRcKXYRG&sig=3UEFwXKzTwAoZnnopG8z_2CZv3Q	https://scholar.google.com/scholar?cites=11754002836723609953&as_sdt=5,39&sciodt=0,39&hl=en&num=20	122	3/9/2017					0	0	0	0	5
4	EM Trauth	Encyclopedia of gender and information technology. 2. HZ	2006		Idea Group Reference		https://scholar.google.com/scholar?cites=628550635714182623&as_sdt=5,39&sciodt=0,39&hl=en&num=20	112	3/9/2017	CITATION				0	0	0	0	4
4	V Pegher, JL Quesenberry, EM Trauth	A Reflexative Analysis of Questions for Women Entering the IT Workforce	2006	Encyclopedia of gender and …	igi-global.com	http://www.igi-global.com/chapter/encyclopedia-gender-information-technology/12874	https://scholar.google.com/scholar?cites=16297763309474622388&as_sdt=5,39&sciodt=0,39&hl=en&num=20	117	3/9/2017					0	0	0	0	4
4	EM Trauth	Encyclopedia of Gender and IT	2006		personal.psu.edu	http://personal.psu.edu/staff/g/m/gms/trauth/A%20Reflexive%20Analysis%20of%20Questions.pdf	https://scholar.google.com/scholar?cites=2384577479863063144&as_sdt=5,39&sciodt=0,39&hl=en&num=20	118	3/9/2017	PDF				0	0	0	0	4
4	AJ Morgan, EM Trauth	Impact of Individual Differences on Web Searching Performance: Issues for Design and the	2006	Cognitively Informed Systems: Utilizing …	books.google.com	https://books.google.com/books?hl=en&lr=&id=H7xfr5Oa1IQC&oi=fnd&pg=PA261&dq=%22eileen+trauth%22&ots=xmWTdLXv2v&sig=8PNOWzBbxnrmFIWCN4aCV9ldhyQ	https://scholar.google.com/scholar?cites=15055309347195166856&as_sdt=5,39&sciodt=0,39&hl=en&num=20	120	3/9/2017					0	0	0	0	4
3	E Trauth, D Howcroft, T Butler, B Fitzgerald, J DeGross	Social Inclusion: Societal and Organizational Implications for Information Systems: IFIP TC8 WG 8.2 International Working Conference, July 12-15, 2006, …	2006		books.google.com	https://books.google.com/books?hl=en&lr=&id=WDq5BQAAQBAJ&oi=fnd&pg=PR8&dq=%22eileen+trauth%22&ots=D3lMpyOUvx&sig=jNQ2E52EJIudbgrAGLRuyE-jvrQ	https://scholar.google.com/scholar?cites=15055107287684175622&as_sdt=5,39&sciodt=0,39&hl=en&num=20	133	3/9/2017	BOOK				0	0	0	0	3
2	EM Trauth, J Quesenberry, B Yeo	Environmental context and women in the IT workforce	2006	Encyclopedia of gender and …	books.google.com	https://books.google.com/books?hl=en&lr=&id=q77NODq8VsMC&oi=fnd&pg=PA276&dq=%22eileen+trauth%22&ots=dPgRcKXYRI&sig=7-TZdrpAWD13U6PkDSg4MS8JERY	https://scholar.google.com/scholar?cites=1025894482126907916&as_sdt=5,39&sciodt=0,39&hl=en&num=20	147	3/9/2017					0	0	0	0	2
1	JL Quesenberry, EM Trauth	Understanding the Mommy Tracks in the IT Workforce	2006	Encyclopedia of Gender and …	igi-global.com	http://www.igi-global.com/chapter/understanding-mommy-tracks-workforce/12891	https://scholar.google.com/scholar?cites=5772311610695351768&as_sdt=5,39&sciodt=0,39&hl=en&num=20	160	3/9/2017					0	0	0	0	1
1	L Xiao, G Convertino, E Trauth, JM Carroll…	Supporting culture in computer-supported cooperative work	2006	… of Human Computer …	igi-global.com	http://www.igi-global.com/chapter/supporting-culture-computer-supported-cooperative/13175	https://scholar.google.com/scholar?cites=9218935406828172886&as_sdt=5,39&sciodt=0,39&hl=en&num=20	165	3/9/2017					0	0	0	0	1
0	D Howcroft, EM Trauth	12 THE CHOICE OF CRITICAL	2006	Information Systems Research: …	books.google.com	https://books.google.com/books?hl=en&lr=&id=yHjkBwAAQBAJ&oi=fnd&pg=PA195&dq=%22eileen+trauth%22&ots=cLqMQ_6RE8&sig=n3L1ZoJ6eaubJBa5VGFtiqwLNII		179	3/9/2017					0	0	0	0	0
0	EM Trauth	A Review of:“The Information Revolution & Ireland: Prospects and Challenges, by Lee Komito. Dublin: University College Dublin Press, 2004. ix+ 222 pp. $35.95 ( …	2006		Taylor & Francis	http://www.tandfonline.com/doi/full/10.1080/01972240600904340		195	3/9/2017					0	0	0	0	0
0	EM Trauth, D HOWCroft	1 SOCIAL INCLUSION AND THE INFORMATION SYSTEMS	2006	… for Information Systems: IFIP TC8 WG …	books.google.com	https://books.google.com/books?hl=en&lr=&id=WDq5BQAAQBAJ&oi=fnd&pg=PA3&dq=%22eileen+trauth%22&ots=D3lMpyOUyu&sig=bGx1IlACWdCMPXPredlQle10pRg		222	3/9/2017					0	0	0	0	0
0	AJ Morgan, EM Trauth	Web Searching Performance: Issues for Design and the	2006	architecture	php.scripts.psu.edu	http://php.scripts.psu.edu/staff/g/m/gms/trauth/The%20Impact%20of%20Individual%20Differences%20on%20Web%20Searching%20Performance.pdf		246	3/9/2017	PDF				0	0	0	0	0
83	D Howcroft, EM Trauth	Handbook of critical information systems research: Theory and application	2005		books.google.com	https://books.google.com/books?hl=en&lr=&id=1mViInRYh_sC&oi=fnd&pg=PR7&dq=%22eileen+trauth%22&ots=xLx0SdVYWL&sig=Q2717flw5CUMNtvoLf3ckQSGPGI	https://scholar.google.com/scholar?cites=4519253938658795148&as_sdt=5,39&sciodt=0,39&hl=en&num=20	15	3/9/2017	BOOK				0	0	0	0	83
25	EM Trauth, JL Quesenberry, B Yeo	The influence of environmental context on women in the IT workforce	2005	… of the 2005 ACM SIGMIS CPR …	dl.acm.org	http://dl.acm.org/citation.cfm?id=1055979	https://scholar.google.com/scholar?cites=12372139760392121386&as_sdt=5,39&sciodt=0,39&hl=en&num=20	49	3/9/2017					0	0	0	0	25
25	D Howcroft, EM Trauth	Choosing critical IS research	2005	Handbook of Critical Information …	books.google.com	https://books.google.com/books?hl=en&lr=&id=1mViInRYh_sC&oi=fnd&pg=PA1&dq=%22eileen+trauth%22&ots=xLx0SdVYWO&sig=fuAg_WE4zViZ1dEnXnc7014eIqY	https://scholar.google.com/scholar?cites=16077544190267768765&as_sdt=5,39&sciodt=0,39&hl=en&num=20	53	3/9/2017					0	0	0	0	25
23	L Kvasny, A Greenhill, EM Trauth	Giving voice to feminist projects in MIS research	2005	International Journal of …	igi-global.com	http://www.igi-global.com/article/giving-voice-feminist-projects-mis/2857	https://scholar.google.com/scholar?cites=16199782562908894496&as_sdt=5,39&sciodt=0,39&hl=en&num=20	52	3/9/2017					0	0	0	0	23
14	JL Quesenberry, EM Trauth	The role of ubiquitous computing in maintaining work-life balance: Perspectives from women in the information technology workforce	2005	Designing Ubiquitous Information …	Springer	http://link.springer.com/chapter/10.1007/0-387-28918-6_6	https://scholar.google.com/scholar?cites=1118166406395133193&as_sdt=5,39&sciodt=0,39&hl=en&num=20	66	3/9/2017					0	0	0	0	14
10	EM Trauth, JL Quesenberry	Individual inequality: women's responses in the IT profession	2005	… of the Women, Work and IT Forum, …	personal.psu.edu	http://www.personal.psu.edu/users/g/m/gms/trauth/Trauth%20and%20Quesenberry%202005.pdf	https://scholar.google.com/scholar?cites=11190911343472763945&as_sdt=5,39&sciodt=0,39&hl=en&num=20	80	3/9/2017	PDF				0	0	0	0	10
8	L Kvwasny, A Greenhill, E Trauth	Giving voice to feminist projects in MIS research	2005	International Journal of Technology and Human …			https://scholar.google.com/scholar?cites=11919764179177571730&as_sdt=5,39&sciodt=0,39&hl=en&num=20	91	3/9/2017	CITATION				0	0	0	0	8
6	AJ Morgan, BJ Jansen, EM Trauth	Exploring individual user attitudes towards performance with web search engines: An extension study	2005	AMCIS 2005 Proceedings	aisel.aisnet.org	http://aisel.aisnet.org/cgi/viewcontent.cgi?article=1705&context=amcis2005	https://scholar.google.com/scholar?cites=1156595587362922096&as_sdt=5,39&sciodt=0,39&hl=en&num=20	96	3/9/2017					0	0	0	0	6
5	D Howcroft, EM Trauth	Handbook of Information Systems Research: Critical Perspectives on Information Systems Design, Development and Implementation	2005		Edward Elgar		https://scholar.google.com/scholar?cites=16908334380761331323&as_sdt=5,39&sciodt=0,39&hl=en&num=20	107	3/9/2017	CITATION				0	0	0	0	5
0	JL Quesenberry, EM Trauth	LIFE BALANCE: Perspectives from Women in the Information Technology Workforce	2005	… and Challenges: IFIP TC8 WG 8.2 …	books.google.com	https://books.google.com/books?hl=en&lr=&id=66nz2-63drIC&oi=fnd&pg=PA43&dq=%22eileen+trauth%22&ots=BsDFR5fmpz&sig=zJebsfGWHnuUnGlFuA5RbO5loxk		190	3/9/2017					0	0	0	0	0
0	EM Trauth, JL Quesenberry, B Yeo	The Influence of Environmental Context	2005	SIGMIS CPR...	ACM Press			216	3/9/2017	CITATION				0	0	0	0	0
0	EM Trauth	Discussion on Article 5: Automating Creativity	2005	International Journal of Technology and Human …				244	3/9/2017	CITATION				0	0	0	0	0
113	EM Trauth, JL Quesenberry, AJ Morgan	Understanding the under representation of women in IT: toward a theory of individual differences	2004	Proceedings of the 2004 …	dl.acm.org	http://dl.acm.org/citation.cfm?id=982400	https://scholar.google.com/scholar?cites=14839963064461490423&as_sdt=5,39&sciodt=0,39&hl=en&num=20	9	3/9/2017					0	0	0	0	113
71	D Howcroft, EM Trauth	The choice of critical information systems research	2004	Information Systems Research	Springer	http://link.springer.com/chapter/10.1007/1-4020-8095-6_12	https://scholar.google.com/scholar?cites=4187436831535779795&as_sdt=5,39&sciodt=0,39&hl=en&num=20	19	3/9/2017					0	0	0	0	71
34	A Morgan, J Quesenberry, E Trauth	Exploring the Importance of Social Networks in the IT Workforce: Experiences with the" Boy's Club"	2004	AMCIS 2004 Proceedings	aisel.aisnet.org	http://aisel.aisnet.org/cgi/viewcontent.cgi?article=1741&context=amcis2004	https://scholar.google.com/scholar?cites=2112421754625806693&as_sdt=5,39&sciodt=0,39&hl=en&num=20	40	3/9/2017					0	0	0	0	34
24	AH Tapia, L Kvasny, EM Trauth	Is there a retention gap for women and minorities? the case for moving in versus moving up	2004	Strategies for managing IS/IT …	books.google.com	https://books.google.com/books?hl=en&lr=&id=kzaIbkzhs1gC&oi=fnd&pg=PA143&dq=%22eileen+trauth%22&ots=S-8TqxOoJ3&sig=Pg6bGxKlHl_W4hkVM9gqA8Kbh3Y	https://scholar.google.com/scholar?cites=3250996948245987628&as_sdt=5,39&sciodt=0,39&hl=en&num=20	54	3/9/2017					0	0	0	0	24
11	JL Quesenberry, AJ Morgan…	Understanding the 'Mommy Tracks': A Framework for Analyzing Work-Family Issues in the IT Workforce	2004	Proceedings of the …	books.google.com	https://books.google.com/books?hl=en&lr=&id=OrYRXSEIeQgC&oi=fnd&pg=PA135&dq=%22eileen+trauth%22&ots=oTONXPIGu1&sig=ngUAMPHXUD6qLYcWn4DhD_ClqKk	https://scholar.google.com/scholar?cites=14575385197687111850&as_sdt=5,39&sciodt=0,39&hl=en&num=20	77	3/9/2017					0	0	0	0	11
8	T Bryant, J Hughes, MD Myers, E Trauth…	Twenty Years of Applying Grounded Theory in Information Systems: A Coding Method, Useful Theory Generation Method, or an Orthodox Positivist Method of Data …	2004	Information Systems …	Springer	http://link.springer.com/content/pdf/10.1007/1-4020-8095-6_35.pdf	https://scholar.google.com/scholar?cites=15481702020844613384&as_sdt=5,39&sciodt=0,39&hl=en&num=20	92	3/9/2017					0	0	0	0	8
8	B Yeo, E Trauth	E-business Potential in California's San Joaquin Valley: An Investigation of Societal Influences	2004		pdfs.semanticscholar.org	https://pdfs.semanticscholar.org/8ea3/27e92bba128afba9a3e30c89c55e46dab349.pdf	https://scholar.google.com/scholar?cites=5551771683489966549&as_sdt=5,39&sciodt=0,39&hl=en&num=20	93	3/9/2017	BOOK				0	0	0	0	8
4	B Yeo, E Trauth, P Wong	Infrastructural Challenges in Developing an Information Economy in Humboldt County, California	2004	AMCIS 2004 Proceedings	aisel.aisnet.org	http://aisel.aisnet.org/cgi/viewcontent.cgi?article=1718&context=amcis2004	https://scholar.google.com/scholar?cites=7291463444012938130&as_sdt=5,39&sciodt=0,39&hl=en&num=20	123	3/9/2017					0	0	0	0	4
0	R Abdullah, J Alammary, Q Ali, S Bawany…	Abstracts of Poster Presentations	2004	World Scientific Book …	ideas.repec.org	https://ideas.repec.org/h/wsi/wschap/9789812702081_0034.html		170	3/9/2017					0	0	0	0	0
0	EM Trauth, H Huang, K Umapathy, L Xiao	IST 597A: Qualitative Research in IST	2004					234	3/9/2017	CITATION				0	0	0	0	0
0	S Elliot, KV Andersen, E Trauth, S Reich	Multi-disciplinary solutions to industry and government´ s E-business challenges	2004		forskningsdatabasen.dk	http://www.forskningsdatabasen.dk/en/catalog/2186078834		247	3/9/2017	BOOK				0	0	0	0	0
88	EM Trauth, SH Nielsen, L Von Hellens	Explaining the IT gender gap: Australian stories for the new millennium	2003	Journal of research and …	ws.acs.org.au	http://ws.acs.org.au/jrpit/JRPITVolumes/JRPIT35/JRPIT35.1.7.pdf	https://scholar.google.com/scholar?cites=6233754294840706005&as_sdt=5,39&sciodt=0,39&hl=en&num=20	13	3/9/2017	PDF				0	0	0	0	88
78	JY Weisinger, EM Trauth	The importance of situating culture in cross-cultural IT management	2003	IEEE Transactions on Engineering …	ieeexplore.ieee.org	http://ieeexplore.ieee.org/abstract/document/1193765/	https://scholar.google.com/scholar?cites=3920350165983223731&as_sdt=5,39&sciodt=0,39&hl=en&num=20	16	3/9/2017					0	0	0	0	78
63	L Kvasny, EM Trauth	The digital divide at work and home: the discourse about power and underrepresented groups in the information society	2003	Global and organizational discourse about …	Springer	http://link.springer.com/chapter/10.1007/978-0-387-35634-1_14	https://scholar.google.com/scholar?cites=6482681596518485492&as_sdt=5,39&sciodt=0,39&hl=en&num=20	21	3/9/2017					0	0	0	0	63
19	SH Nielsen, LA von Hellens, J Beekhuyzen…	Women talking about IT work: Duality or dualism?	2003	Proceedings of the …	dl.acm.org	http://dl.acm.org/citation.cfm?id=761861	https://scholar.google.com/scholar?cites=6607657290536160870&as_sdt=5,39&sciodt=0,39&hl=en&num=20	61	3/9/2017					0	0	0	0	19
16	C Heavin, B Fitzgerald, EM Trauth	Factors influencing Ireland's software industry	2003	… Information Systems in the Context of …	Springer	http://link.springer.com/chapter/10.1007/978-0-387-35695-2_15	https://scholar.google.com/scholar?cites=2697096274677076208&as_sdt=5,39&sciodt=0,39&hl=en&num=20	64	3/9/2017					0	0	0	0	16
5	S Kase, E Trauth	Toward a model of women in the IT workplace	2003	AMCIS 2003 Proceedings	aisel.aisnet.org	http://aisel.aisnet.org/cgi/viewcontent.cgi?article=1663&context=amcis2003	https://scholar.google.com/scholar?cites=8227316516780122021&as_sdt=5,39&sciodt=0,39&hl=en&num=20	108	3/9/2017					0	0	0	0	5
3	B Kaplan, L Kvasny, S Sawyer, EM Trauth	New words and old books: Challenging conventional discourses about domain and theory in information systems research	2003	Global and Organizational …	Springer	http://link.springer.com/chapter/10.1007/978-0-387-35634-1_27	https://scholar.google.com/scholar?cites=6822445711633100469&as_sdt=5,39&sciodt=0,39&hl=en&num=20	126	3/9/2017					0	0	0	0	3
1	EM Trauth	Cases on Global IT Applications and Management: Successes and Pitfalls, edited by FB Tan. Hershey, PA: Idea Group Publishing, 2002. x+ 306 pp., ISBN 1-930708- …	2003	The Information Society	Taylor & Francis	http://www.tandfonline.com/doi/pdf/10.1080/01972240309478	https://scholar.google.com/scholar?cites=10245950235922953272&as_sdt=5,39&sciodt=0,39&hl=en&num=20	159	3/9/2017					0	0	0	0	1
0	E Trauth, Computer Personnel Research Conference…	Proceedings of the 2003 ACM SIGMIS CPR Conference: SIGMIS CPR'03; April 10-12, 2003, Philadelphia, Pennsylvania, USA	2003		ACM			178	3/9/2017	CITATION				0	0	0	0	0
0	B Kaplan, L Kvasny, S Sawyer…	New words and old books	2003	IFIP TCB/WGB. 2 …	uic.pure.elsevier.com	https://uic.pure.elsevier.com/en/publications/new-words-and-old-books-challenging-conventional-discourses-about		206	3/9/2017					0	0	0	0	0
353	EM Trauth	Odd girl out: an individual differences perspective on women in the IT profession	2002	Information Technology & People	emeraldinsight.com	http://www.emeraldinsight.com/doi/abs/10.1108/09593840210430552	https://scholar.google.com/scholar?cites=16332304941113170243&as_sdt=5,39&sciodt=0,39&hl=en&num=20	3	3/9/2017					0	0	0	0	353
87	JY Weisinger, EM Trauth	Situating culture in the global information sector	2002	Information Technology & People	emeraldinsight.com	http://www.emeraldinsight.com/doi/pdf/10.1108/09593840210453106	https://scholar.google.com/scholar?cites=1734949738185358384&as_sdt=5,39&sciodt=0,39&hl=en&num=20	12	3/9/2017					0	0	0	0	87
39	EM Trauth	Leapfrogging an IT labor force: multinational and indigenous perspectives	2002	Global Perspective of Information Technology …	igi-global.com	http://www.igi-global.com/chapter/leapfrogging-labor-force/19290	https://scholar.google.com/scholar?cites=9940386876976126571&as_sdt=5,39&sciodt=0,39&hl=en&num=20	33	3/9/2017					0	0	0	0	39
4	EM Trauth, C Cain, KD Joshi, L Kvasny…	The Future of Gender and IT Research: Embracing Intersectionality	2002	Proceedings of the ACM …	Citeseer	http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.452.7050&rep=rep1&type=pdf	https://scholar.google.com/scholar?cites=13601709679023131574&as_sdt=5,39&sciodt=0,39&hl=en&num=20	115	3/9/2017	PDF				0	0	0	0	4
2	SE Kase, EM Trauth	Assimilation, Accommodation and Activism: How Women in the IT Workplace Cope	2002		Pennsylvania State University, …		https://scholar.google.com/scholar?cites=9897594674123048463&as_sdt=5,39&sciodt=0,39&hl=en&num=20	148	3/9/2017	CITATION				0	0	0	0	2
2	K Lynette, EM Trauth	The Digital Divide at Work and at Home: Discourses about Power and Underrepresented Groups in the Information Society	2002	Global and Organizational Discourse About Information …			https://scholar.google.com/scholar?cites=6609763751905373290&as_sdt=5,39&sciodt=0,39&hl=en&num=20	149	3/9/2017	CITATION				0	0	0	0	2
0	JY Weisinger, EM Trauth	'lg Situating culture in the global	2002	Information Technology & People				212	3/9/2017	CITATION				0	0	0	0	0
131	EM Trauth	The choice of qualitative methods in IS research	2001	Qualitative research in IS: issues and trends	igi-global.com	http://www.igi-global.com/chapter/choice-qualitative-methods-research/28257	https://scholar.google.com/scholar?cites=18029691554403695958&as_sdt=5,39&sciodt=0,39&hl=en&num=20	7	3/9/2017					0	0	0	0	131
